message_id,date,text,tags,tweet_lang,source,place,geom,retweets,tweet_favorites,photo_url,quoted_status_id,user_id,user_name,user_location,followers,friends,user_favorites,status,user_lang,latitude,longitude,data_source,corona_related
1329112901437812740,2020-11-18 17:23:04,"While @NYCMayor said New York City public school buildings would shut down if coronavirus (COVID-19) positivity rates citywide surpass 3%, those rates may not need to drop below that threshold for campuses to reopen.  https://t.co/8iajxFR2v6",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Staten Island, NY",0103000020E6100000010000000500000012A1116C5C9052C0931D1B81783F444012A1116C5C9052C058E6ADBA0E5344408B87F71C588352C058E6ADBA0E5344408B87F71C588352C0931D1B81783F444012A1116C5C9052C0931D1B81783F4440,0,0,,-1.0,24094444,siadvance,"Staten Island, N.Y.",42361,836,900,56979,,,,{3},True
1337904803427594240,2020-12-12 23:38:56,@loveindiaaaa27 Ashanti got covid,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Muncie, IN",0103000020E61000000100000005000000A5DC7D8E8F5D55C0E86A2BF6970F4440A5DC7D8E8F5D55C072874D64E62244406DC83F33885455C072874D64E62244406DC83F33885455C0E86A2BF6970F4440A5DC7D8E8F5D55C0E86A2BF6970F4440,0,0,,-1.0,1211879464667213826,loveeeelani,,396,313,4774,1990,,,,{3},True
1328827566262804481,2020-11-17 22:29:14,HAPPY BIRTHDAY COVID! https://t.co/CW76kAcfPC,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sandwich, MA",0103000020E610000001000000050000003048FAB48AA151C02D3E05C078D444403048FAB48AA151C063D4B5F63EE344407E71A94A5B9A51C063D4B5F63EE344407E71A94A5B9A51C02D3E05C078D444403048FAB48AA151C02D3E05C078D44440,0,0,http://pbs.twimg.com/ext_tw_video_thumb/1328827466715164679/pu/img/JlrarWx6Oh01Ghu1.jpg,-1.0,255864554,haxmaskell,"Sandwich, MA",244,1502,58197,10308,,,,{3},True
1429647861155696640,2021-08-23 03:33:06,@sanfran57 @renaeandolivia @nytopinion @AStocktonFilms You don’t even need a negative COVID test to travel to most places. Just tell the airline you’re free if symptoms & wear a mask.,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meridian, ID",0103000020E610000001000000050000004301DBC1881D5DC05DF8C1F9D4C745404301DBC1881D5DC0904FC8CEDBD4454055A69883A0155DC0904FC8CEDBD4454055A69883A0155DC05DF8C1F9D4C745404301DBC1881D5DC05DF8C1F9D4C74540,0,0,,-1.0,34717158,chillman2,"iPhone: 43.602191,-116.240583",1051,1348,2734,9972,,,,{3},True
1318011017683755009,2020-10-19 02:08:08,Quarantine dinner 218: @inagarten Perfect Roast Chicken https://t.co/EliQpMY7hx,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Houston, TX",0103000020E61000000100000005000000F9F5436CB0F457C019E25817B7853D40F9F5436CB0F457C0FAD51C2098273E4088D7F50B76C457C0FAD51C2098273E4088D7F50B76C457C019E25817B7853D40F9F5436CB0F457C019E25817B7853D40,0,0,,-1.0,235800235,jakelupardus,"Houston, TX",960,840,17288,30242,,,,{3},True
1337844102617047048,2020-12-12 19:37:44,I don’t need who needs to hear this but there are NOT 14 week old aborted fetuses in the covid vaccine,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Birmingham, AL",0103000020E61000000100000005000000DCD5ABC8E8BD55C0FD87F4DBD7B34040DCD5ABC8E8BD55C034A2B437F8D64040A988D349B6A755C034A2B437F8D64040A988D349B6A755C0FD87F4DBD7B34040DCD5ABC8E8BD55C0FD87F4DBD7B34040,0,0,,-1.0,2517009553,TheClaytonius,he/him,141,173,3549,1139,,,,{3},True
1318178343703937026,2020-10-19 13:13:02,Go get tested! Keeps you and everyone you love safe ❤️ #covid19 #covid #usa #CT #staysafe #selfcare https://t.co/0xY2O2BzZ4,"covid19,covid,usa,CT,staysafe,selfcare",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Connecticut, USA",0103000020E6100000010000000500000014B4C9E1936E52C0C09657AEB779444014B4C9E1936E52C0F7C8E6AA790645407D09151C5EF251C0F7C8E6AA790645407D09151C5EF251C0C09657AEB779444014B4C9E1936E52C0C09657AEB7794440,0,0,http://pbs.twimg.com/media/EkscN3gXEAMKhPn.jpg,-1.0,1054042063434670083,Scorpiones617,United States,37,209,1267,701,,,,{3},True
1429554724961935360,2021-08-22 21:23:00,Me after word spread that I got good hole and I don’t expose 😂 https://t.co/zVeYJGtHqq,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brooklyn, NY",0103000020E61000000100000005000000001B1021AE8252C07497C45911494440001B1021AE8252C076C6F7C5A55E44407EC4AF58C37652C076C6F7C5A55E44407EC4AF58C37652C07497C45911494440001B1021AE8252C07497C45911494440,0,0,http://pbs.twimg.com/media/E9bMcbkWQAUr_hz.jpg,-1.0,1356331151980433408,thee1nbrooklyn,NYC (Brooklyn) ,9801,309,1850,981,,,,{3},True
1337937649957367809,2020-12-13 01:49:28,Surfs up today on Pewuakee Lake today!  A few flurries won’t stop the #skipperbuds team or the @tigeboats #ZX1 @ Pewaukee Lake Boat Launch https://t.co/F49f0RRs6Y,"skipperbuds,ZX1",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Buena Vista, WI",0101000020E6100000A3126C966A1656C0F5CD897FD0874540,0,0,,-1.0,48035761,SkipperBuds,"WI, IL, MI, OH",2546,876,389,3218,,,,{3},True
1317979952424378369,2020-10-19 00:04:42,"Pitié non, pas la Covid dans @ICIDistrict31! #tlmep",tlmep,fr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Montréal, Québec",0103000020E61000000100000005000000C5C9FD0E457E52C066A032FE7DB44640C5C9FD0E457E52C0B39597FC4FDA46409ACE4E06475E52C0B39597FC4FDA46409ACE4E06475E52C066A032FE7DB44640C5C9FD0E457E52C066A032FE7DB44640,0,0,,-1.0,248493376,MaximusTremblay,"Montréal, QC",1245,649,34561,52956,,,,{3},True
1429640385555582979,2021-08-23 03:03:24,The best* influence,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lafayette, LA",0103000020E61000000100000005000000C2A2224E270A57C04D6A6803B01D3E40C2A2224E270A57C09A5E622CD34B3E4090C18A53ADFD56C09A5E622CD34B3E4090C18A53ADFD56C04D6A6803B01D3E40C2A2224E270A57C04D6A6803B01D3E40,0,0,,1.4296391432992072e+18,424273442,bla_chau,"Lafayette, LA",99,137,4082,4309,,,,{3},True
1429897290869723136,2021-08-23 20:04:15,A major problem with the American right is the refusal to acknowledge that negative externalities exist. Your freedom to be unvaccinated? Who pays the price of the externality of you breeding and spreading variants? Similar failure to grasp climate and pollution externalities.,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Paia, HI",0103000020E610000001000000050000008962F206988C63C032AD4D637BE534408962F206988C63C04DBF44BC75EE34404D4A41B7978B63C04DBF44BC75EE34404D4A41B7978B63C032AD4D637BE534408962F206988C63C032AD4D637BE53440,0,0,,-1.0,8815922,posco,"Pa'ia, Maui",9720,1961,56032,18401,,,,{3},True
1318320817437102083,2020-10-19 22:39:10,"Nicole took a drink of Diet Coke, I did something funny (of course) and Diet Coke came up and out her nose.
Me-“Now you know what a COVID test feels like!”",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Morris, IL",0103000020E6100000010000000500000099805F23491E56C0B2A03028D3AC444099805F23491E56C00133DFC14FB444404165FCFB8C1856C00133DFC14FB444404165FCFB8C1856C0B2A03028D3AC444099805F23491E56C0B2A03028D3AC4440,0,0,,-1.0,341148460,Dan_A_Brown,"Joliet, IL",549,562,14311,7472,,,,{3},True
1307136311933968384,2020-09-19 01:55:56,"#fakemask #covidlandros #covidlandria #palmspringscovid19 
@benaim_berti en Palm Springs, California https://t.co/HRR8qb2qit","fakemask,covidlandros,covidlandria,palmspringscovid19",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Palm Springs, CA",0101000020E6100000BDE3141DC9215DC0A301BC0512EC4040,0,0,,-1.0,495375823,DanielBenaim_,,754,1167,8986,3207,,,,{3},True
1429889600323932176,2021-08-23 19:33:41,😂😂😂 #COVID19 #DeltaPlusVariant #covid22,"COVID19,DeltaPlusVariant,covid22",und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Los Angeles, CA",0103000020E61000000100000005000000FF209221C7AA5DC006651A4D2EDA4040FF209221C7AA5DC0A034D428242B414043209738F2895DC0A034D428242B414043209738F2895DC006651A4D2EDA4040FF209221C7AA5DC006651A4D2EDA4040,0,0,,1.4298754046057308e+18,717387929102864386,artin_markarian,,100,333,10472,1751,,,,{3},True
1430162089939771399,2021-08-24 13:36:28,"1.  Story time:

Late last week I was contacted by a friend asking about the vaccine, my thoughts on it, and my experience with it having gotten it. 

The individual was concerned about covid (as we all should be) but even more so because of being over weight (same). They asked",,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Georgia, USA",0103000020E61000000100000005000000ACA92C0ABB6655C0C504357C0B5B3E40ACA92C0ABB6655C082E49D4319804140AF05BD37862F54C082E49D4319804140AF05BD37862F54C0C504357C0B5B3E40ACA92C0ABB6655C0C504357C0B5B3E40,0,0,,-1.0,154317454,Coach_Macella,chasing dreams,1946,3234,22735,21262,,,,{3},True
1429918731048787974,2021-08-23 21:29:26,Not a bad seat for @Saints football!! Making my debut as the in house emcee for the @CaesarsDome!! So awesome to be back in the Dome!! #SaintsGameday #WhoDat https://t.co/QlavyASUWD,"SaintsGameday,WhoDat",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New Orleans, LA",0103000020E61000000100000005000000D576137CD38856C0355F251FBBE33D40D576137CD38856C071A94A5B5C133E407288B839957856C071A94A5B5C133E407288B839957856C0355F251FBBE33D40D576137CD38856C0355F251FBBE33D40,0,0,http://pbs.twimg.com/media/E9gXgOoX0AI7PTY.jpg,-1.0,28627724,NTGraff,"New Orleans, LA",5216,699,6947,22449,,,,{3},True
1317749989024665603,2020-10-18 08:50:54,"@gtconway3d @smithnya There are Thousands and Thousands of people that have died and are not even related to covid-19, but are labeled as dying from covid-19. Car accidents, people shot that show up at Emergency Rooms, Overdoses, Suicides labeled as covid-19 deaths. 80,000 deaths from Governors.",,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Phoenix, AZ",0103000020E61000000100000005000000DC2DC901BB145CC022AB5B3D27A54040DC2DC901BB145CC02E04392861E8404059DC7F643AFB5BC02E04392861E8404059DC7F643AFB5BC022AB5B3D27A54040DC2DC901BB145CC022AB5B3D27A54040,0,0,,-1.0,972653264628891648,SamuelSanchezJ5,United States,58,376,621,2690,,,,{3},True
1329179666561839109,2020-11-18 21:48:22,@cweiss_smith The Sonnet Corona Project on Facebook did 14 Coronas of 14 sonnets each one per day between March - October. Still public I think!,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Branford, CT",0103000020E61000000100000005000000CAA31B61513752C067EDB60BCD9F4440CAA31B61513752C069739CDB84A94440EF2076A6D02E52C069739CDB84A94440EF2076A6D02E52C067EDB60BCD9F4440CAA31B61513752C067EDB60BCD9F4440,0,0,,-1.0,422862961,stevermentz,"Short Beach, CT",1537,1763,9341,3502,,,,{3},True
1329117908530851840,2020-11-18 17:42:57,covid has made life pointless,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Virginia Beach, VA",0103000020E61000000100000005000000CA37DBDC980E53C06F4562821A564240CA37DBDC980E53C05BE9B5D9587742406C06B8205BFA52C05BE9B5D9587742406C06B8205BFA52C06F4562821A564240CA37DBDC980E53C06F4562821A564240,0,0,,-1.0,2396977246,hshmoneyy,,461,166,22596,18115,,,,{3},True
1429830967871606793,2021-08-23 15:40:42,@US_FDA @FDACBER @SESAMEcampaign How does it feel to be blindsided by a former student USA government systematic&widespread targeting children civilians for K12 Rape culture silencing students normalization indoctrinations? https://t.co/f385rtr2jg,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","North Olmsted, OH",0103000020E61000000100000005000000FAB31F29227E54C06D6FB72407B04440FAB31F29227E54C005BF0D315EB94440183F8D7BF37754C005BF0D315EB94440183F8D7BF37754C06D6FB72407B04440FAB31F29227E54C06D6FB72407B04440,0,0,http://pbs.twimg.com/tweet_video_thumb/E9fHrfXXEAI7L5M.jpg,-1.0,1228073435571593222,calvey_donna,"North Olmsted, OH ",315,340,7958,46301,,,,{3},True
1429555514640318466,2021-08-22 21:26:09,#CancelFlorida #NoGoZone #Covid,"CancelFlorida,NoGoZone,Covid",und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Arlington, VA",0103000020E61000000100000005000000FD2FD7A2054B53C007B7B585E7694340FD2FD7A2054B53C083A5BA8097774340C66CC9AA084253C083A5BA8097774340C66CC9AA084253C007B7B585E7694340FD2FD7A2054B53C007B7B585E7694340,0,0,,1.429444960147882e+18,419194764,LeeWalzer,"Arlington, VA",801,1537,19887,16546,,,,{3},True
1337798553796796417,2020-12-12 16:36:44,"On Tuesday I tested positive for COVID-19. Finally feeling good today after a week of fevers, laboured breathing, & mental fogginess. Being able to step back from work, and the availability/generosity of friends/family helping from a distance, was everything. Very very grateful.",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Winnipeg, Manitoba",0103000020E6100000010000000500000057E883656C5658C0C66B5ED559DB484057E883656C5658C05439ED2939FF4840BB46CB811E3D58C05439ED2939FF4840BB46CB811E3D58C0C66B5ED559DB484057E883656C5658C0C66B5ED559DB4840,0,0,,-1.0,1637074453,davidewlucas,"Wpg, TO, Brooklyn ",1559,1373,18350,5868,,,,{3},True
1329173629670711298,2020-11-18 21:24:22,COVID-19 is causing havoc but touting low unemployment rates are supposed to make us feel better. Yeah ok!...Job Growth Or Nah?,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oklahoma City, OK",0103000020E610000001000000050000006F7F2E1A327158C0261DE56036A541406F7F2E1A327158C0EA78CC4065D64140C710001C7B5558C0EA78CC4065D64140C710001C7B5558C0261DE56036A541406F7F2E1A327158C0261DE56036A54140,0,0,,-1.0,912083264503939072,OKCBlackEats,"Oklahoma, USA",1782,1631,2171,2661,,,,{3},True
1329130062919081985,2020-11-18 18:31:15,"For the millionth time: MASKS. ARE NOT. ABOUT PROTECTING YOU. FROM GETTING THE DAMN THING. THEYRE TO PROTECT YOU FROM SPREADING THE DAMN THING.

How fucking difficult is that to understand? @RepAndyBiggsAZ",,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Richmond, CA",0103000020E610000001000000050000003BC43F6CE99A5EC070ECD97399F242403BC43F6CE99A5EC06D1D1CEC4D0043402D0ABB287A935EC06D1D1CEC4D0043402D0ABB287A935EC070ECD97399F242403BC43F6CE99A5EC070ECD97399F24240,0,0,,1.3290718692368957e+18,378900443,kba41510,,138,411,16495,20635,,,,{3},True
1329364197621313536,2020-11-19 10:01:37,"#COVID19 #tampa #Orlando
#Fleets #disney #DeathSantis
#Florida #DrainTheSwamp
 https://t.co/n2nB5P6Bvo","COVID19,tampa,Orlando,Fleets,disney,DeathSantis,Florida,DrainTheSwamp",und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Davenport, FL",0103000020E61000000100000005000000F1D7648D7A6954C01EDD088B8A243C40F1D7648D7A6954C092088D60E32E3C4023F77475C76554C092088D60E32E3C4023F77475C76554C01EDD088B8A243C40F1D7648D7A6954C01EDD088B8A243C40,0,0,,-1.0,1003810097292816384,ronrights,United States,179,191,28625,3530,,,,{3},True
1337683684309266439,2020-12-12 09:00:17,"@ry_nharper @LOGICA___ @ahmed1shaban1 @prageru @united ....aaaaaand yet the CDC reports only 6% of those numbers are directly attributed to the virus. 6% of 300,000 = 18,000. In 1 year. Influenza killed 34,000+ between 2018 & 2019. AIDS has killed 18,520 in the same year. Why aren't you freaking out about those, hmm?",,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chicago, IL",0103000020E610000001000000050000004A0A2C8029FC55C0E3A430EF71D244404A0A2C8029FC55C0F44E05DCF30245404F95EF1989E155C0F44E05DCF30245404F95EF1989E155C0E3A430EF71D244404A0A2C8029FC55C0E3A430EF71D24440,0,0,,-1.0,487445247,FeralGrizzly,"Chicago, IL",109,149,781,2847,,,,{3},True
1307461625163767808,2020-09-19 23:28:37,@FloridaGOP @JoeGruters @ChrisMZiegler So smart to go out without masks despite the science! Do you care if the virus goes away? Unreal!  Ziegler still worried about the fireworks!  @sarasotadems @FlaDems,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bee Ridge, FL",0103000020E61000000100000005000000E8A221E3519F54C00AA1832EE1443B40E8A221E3519F54C05A0F5F268A4C3B40A7AE7C96E79C54C05A0F5F268A4C3B40A7AE7C96E79C54C00AA1832EE1443B40E8A221E3519F54C00AA1832EE1443B40,0,0,,-1.0,734525182421913601,CurtisLavarello,"Sarasota, FL",105,166,1087,1008,,,,{3},True
1328944690012565506,2020-11-18 06:14:39,"Started a new job and got my new phone, what a nice day lol now I’m watching Home Alone 😊
-
-
-
#christmas #homealone #newjob #christmasmovies #newphone #iphone #iphone12 #apple #newnew #covidlife https://t.co/zsGPcSo2He","christmas,homealone,newjob,christmasmovies,newphone,iphone,iphone12,apple,newnew,covidlife",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Palm Springs, CA",0101000020E6100000BDE3141DC9215DC0A301BC0512EC4040,0,0,,-1.0,358451286,itzjuancee,"San Diego, CA",264,343,6911,25304,,,,{3},True
1429606153193988100,2021-08-23 00:47:22,"Wake up people!! You are not invincible from COVID! Vaccinate and wear your 🤬 mask!!

https://t.co/AKsiJuhyYD",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lexington, SC",0103000020E6100000010000000500000023DA8EA9BB5554C0AAD381ACA7F6404023DA8EA9BB5554C073F38DE89E05414044696FF0854954C073F38DE89E05414044696FF0854954C0AAD381ACA7F6404023DA8EA9BB5554C0AAD381ACA7F64040,0,0,,-1.0,460641563,AmyLexlander96,"Lexington, SC",367,749,7612,958,,,,{3},True
1328799517643313153,2020-11-17 20:37:47,"The main reason why some of these companies out here can’t afford to keep on and/or pay their employees a proper living wage, is because they spent so much of that money influencing politicians.",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Arlington Heights, IL",0103000020E610000001000000050000007731CD74AF0156C042075DC2A10345407731CD74AF0156C048A30227DB144540A14D0E9F74FC55C048A30227DB144540A14D0E9F74FC55C042075DC2A10345407731CD74AF0156C042075DC2A1034540,0,0,,-1.0,126793427,Dartagnan1986,"Arlington Heights, IL",1390,1390,18018,37987,,,,{3},True
1318311114061586432,2020-10-19 22:00:37,@VirusEmpathy What’s your favorite sauce to put on?,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brooklyn, NY",0103000020E61000000100000005000000001B1021AE8252C07497C45911494440001B1021AE8252C076C6F7C5A55E44407EC4AF58C37652C076C6F7C5A55E44407EC4AF58C37652C07497C45911494440001B1021AE8252C07497C45911494440,0,0,,-1.0,1638758143,QuestFanning,"ProspectLeffertsGardens, Bklyn",11677,10990,73253,56925,,,,{3},True
1337766091204923393,2020-12-12 14:27:45,@kambrej @Jcorona_24 @abigail_elizzy @monique_cedillo naw we lit,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","West Haven, UT",0103000020E61000000100000005000000DD0A613596065CC02028B7ED7B964440DD0A613596065CC08272DBBE479F4440C2C073EFE1FF5BC08272DBBE479F4440C2C073EFE1FF5BC02028B7ED7B964440DD0A613596065CC02028B7ED7B964440,0,0,,-1.0,1573632410,ItsJayJayNotJJ,,690,1158,10947,38049,,,,{3},True
1429885018407583748,2021-08-23 19:15:29,@JM_Sievert It wasn't available when we picked our daycare but I did ask when he was born and they confirmed they look for that in their employees and all are. We asked about covid protocols when we interviewed.,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","St Paul, MN",0103000020E610000001000000050000008C6A11514C4D57C05D6C5A29047246408C6A11514C4D57C0F9C08EFF027F464000C5C892394057C0F9C08EFF027F464000C5C892394057C05D6C5A29047246408C6A11514C4D57C05D6C5A2904724640,0,0,,-1.0,105204930,AnnaJWagner,"St Paul, MN",1924,2848,6717,14914,,,,{3},True
1427041750258966533,2021-08-15 22:57:21,"We met the mayor, a dancer and a flutist when we walked into Islands of Adventure today. We love being able to meet the people who live in Port of Entry. https://t.co/pWZQLokLN0",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Islands Of Adventure Trading Company,0103000020E61000000100000005000000CBBE2B82FF5D54C02B8A5759DB783C40CBBE2B82FF5D54C02B8A5759DB783C40CBBE2B82FF5D54C02B8A5759DB783C40CBBE2B82FF5D54C02B8A5759DB783C40CBBE2B82FF5D54C02B8A5759DB783C40,0,0,http://pbs.twimg.com/ext_tw_video_thumb/1427041637792890882/pu/img/Cq2T25y-Hsub07CL.jpg,-1.0,12356582,Attractions,"Orlando, FL",78037,2192,48932,116166,,,,{3},True
1337977320565473281,2020-12-13 04:27:06,"@loafingcactus @StevenTDennis New Jersey faces different logistical issues than other places. Here in AZ, the area population is less, therefore fewer people going to food stores... more spacing, less chance of spread in doing something mundane yet necessary like gathering supplies.
#WearAMask",WearAMask,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Buckeye, AZ",0103000020E61000000100000005000000C3D32B6519285CC0B9FDF2C98AAD4040C3D32B6519285CC00F7EE200FAC140405B5D4E09881D5CC00F7EE200FAC140405B5D4E09881D5CC0B9FDF2C98AAD4040C3D32B6519285CC0B9FDF2C98AAD4040,0,0,,-1.0,17079308,RJMay3,"Phoenix, AZ",231,189,41317,17693,,,,{3},True
1317821280859672576,2020-10-18 13:34:11,"COVID. Shaming. 

Are you dumb? Do we not live in the same country where 200k+ people have lost their lives?",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brooklyn, NY",0103000020E61000000100000005000000001B1021AE8252C07497C45911494440001B1021AE8252C076C6F7C5A55E44407EC4AF58C37652C076C6F7C5A55E44407EC4AF58C37652C07497C45911494440001B1021AE8252C07497C45911494440,0,0,,1.3176350921273587e+18,3403362495,_APESHxT_,Fresh Out The Asylum,1388,416,1935,202373,,,,{3},True
1318243628553244673,2020-10-19 17:32:27,@ErnieLies Rookie mistake for public health officials was not marketing masks as Wild West cosplay,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","West Orange, NJ",0103000020E6100000010000000500000015E5D2F8859352C018CE35CCD060444015E5D2F8859352C0E8120EBDC569444053B131AF238E52C0E8120EBDC569444053B131AF238E52C018CE35CCD060444015E5D2F8859352C018CE35CCD0604440,0,0,,-1.0,18587173,AmesCG,"Essex County, NJ",6333,4324,114193,5932,,,,{3},True
1337889990664101889,2020-12-12 22:40:05,"@DonaldJTrumpJr @stoolpresidente I'm a medical professional, and I was supposed to get today off, but unfortunately I was called back into work due to the number of patients in ICU. #CryBabyTrump is at fault for the current business closures because he failed miserably to protect Americans from the #TrumpVirus.","CryBabyTrump,TrumpVirus",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Palm Springs, CA",0103000020E61000000100000005000000EBC37AA356245DC078D32D3BC4E34040EBC37AA356245DC02446CF2D74EF40404CC45BE7DF1D5DC02446CF2D74EF40404CC45BE7DF1D5DC078D32D3BC4E34040EBC37AA356245DC078D32D3BC4E34040,0,0,,-1.0,81990798,KissStephanie,Palm Springs-Seattle-Melbourne,1898,985,22678,39176,,,,{3},True
1337926300963643393,2020-12-13 01:04:22,"@KatRamsland “The irony, of course, is that a large drug company was responsible for triggering the mother of all superspreader events that played a major role in making the virus endemic in the U.S., killing more than 3,000 Americans a day,” he said.",,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Live Oak, TX",0103000020E610000001000000050000004F7633A31F9758C05682C5E1CC873D404F7633A31F9758C0118C834BC7943D401B4B581B639458C0118C834BC7943D401B4B581B639458C05682C5E1CC873D404F7633A31F9758C05682C5E1CC873D40,0,0,,-1.0,196249823,Enginethatcan,San Antonio,246,143,428,449319,,,,{3},True
1429810715267764230,2021-08-23 14:20:13,"With hospitals in Utah at capacity caring for any medical emergency is now an issue

We wore masks to crush the curve before we had the vaccine

We do it again now because it’s about saving lives from COVID and the stresses on our medical system

1/2",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Salt Lake City, UT",0103000020E61000000100000005000000EE04FBAF73025CC024D1CB2896594440EE04FBAF73025CC0DC4B1AA3756A444087C5A86BEDF25BC0DC4B1AA3756A444087C5A86BEDF25BC024D1CB2896594440EE04FBAF73025CC024D1CB2896594440,0,0,,1.4297946704359956e+18,15652768,FreeReyes,"Salt Lake City, UT",771,555,56271,6440,,,,{3},True
1430077129740349442,2021-08-24 07:58:51,COVID: Governor Of Hawaii Urges Tourists Not To Come As New Cases Surge – CBS San Francisco https://t.co/OJXXDF4eyv,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","San Francisco, CA",0103000020E610000001000000050000000C772E8CF4A05EC0BF0E9C33A2DA42400C772E8CF4A05EC069E4F38AA7EA4240202A8D98D9965EC069E4F38AA7EA4240202A8D98D9965EC0BF0E9C33A2DA42400C772E8CF4A05EC0BF0E9C33A2DA4240,0,0,,-1.0,18424968,lelandwong,San Francisco,562,1497,410,19840,,,,{3},True
1429629116765016068,2021-08-23 02:18:37,"@9NEWS Good grief.  Kids in this school district wore masks all last school year, and guess what? The kids really didn’t care!  Parents really need to get over themselves.  🤦‍♂️",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Highlands Ranch, CO",0103000020E610000001000000050000000FBA84436F435AC0D50968226CC043400FBA84436F435AC03293A8177CC84340E2ADF36F97395AC03293A8177CC84340E2ADF36F97395AC0D50968226CC043400FBA84436F435AC0D50968226CC04340,0,0,,-1.0,31158757,mainerinrancho,"Highlands Ranch, CO",445,1367,9108,17073,,,,{3},True
1307000228550189060,2020-09-18 16:55:12,"Me last night: yes I need a 20 piece spicy McNuggets, bacon McDouble and chips ahoy McFlurry.

Me today: omg why do I hate myselfffff",,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Manhattan, NY",0103000020E61000000100000005000000BB270F0BB58152C07DCB9C2E8B574440BB270F0BB58152C0E2E5E95C517044401381EA1F447A52C0E2E5E95C517044401381EA1F447A52C07DCB9C2E8B574440BB270F0BB58152C07DCB9C2E8B574440,0,0,,-1.0,957463040,realbutcherbill,New York,294,696,5710,3802,,,,{3},True
